bResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,top,jungle,middle,adc,support
1,Fiora,Elise,Jayce,Jhin,Braum,Maokai,Khazix,Viktor,Ezreal,Karma,Fiora_Maokai,Elise_Khazix,Jayce_Viktor,Jhin_Ezreal,Braum_Karma
1,Shen,Khazix,Corki,Ashe,Zyra,Maokai,RekSai,Syndra,Jhin,Karma,Shen_Maokai,Khazix_RekSai,Corki_Syndra,Ashe_Jhin,Zyra_Karma
1,Gangplank,LeeSin,Corki,Varus,Malzahar,Maokai,Khazix,Cassiopeia,Ashe,Syndra,Gangplank_Maokai,LeeSin_Khazix,Corki_Cassiopeia,Varus_Ashe,Malzahar_Syndra
0,Camille,Olaf,Corki,Varus,Zilean,Singed,Rengar,Ryze,Ashe,TahmKench,Camille_Singed,Olaf_Rengar,Corki_Ryze,Varus_Ashe,Zilean_TahmKench
0,Camille,Olaf,Orianna,Caitlyn,Karma,Shen,Rengar,Corki,Jhin,Malzahar,Camille_Shen,Olaf_Rengar,Orianna_Corki,Caitlyn_Jhin,Karma_Malzahar
0,Poppy,Elise,Corki,Varus,Thresh,Maokai,Rengar,AurelionSol,Sivir,Karma,Poppy_Maokai,Elise_Rengar,Corki_AurelionSol,Varus_Sivir,Thresh_Karma
1,Maokai,Khazix,AurelionSol,Jhin,MissFortune,Poppy,Elise,Corki,Ashe,Zyra,Maokai_Poppy,Khazix_Elise,AurelionSol_Corki,Jhin_Ashe,MissFortune_Zyra
1,Maokai,Graves,Orianna,Varus,MissFortune,Nautilus,LeeSin,Corki,Ashe,Zyra,Maokai_Nautilus,Graves_LeeSin,Orianna_Corki,Varus_Ashe,MissFortune_Zyra
0,Nautilus,Elise,Corki,Varus,Zyra,Poppy,Graves,Ryze,Jhin,Leona,Nautilus_Poppy,Elise_Graves,Corki_Ryze,Varus_Jhin,Zyra_Leona
0,Maokai,Elise,Corki,Varus,Karma,Shen,RekSai,AurelionSol,Ashe,Zyra,Maokai_Shen,Elise_RekSai,Corki_AurelionSol,Varus_Ashe,Karma_Zyra
1,Shen,Khazix,Corki,Varus,Karma,Maokai,Rengar,Taliyah,Caitlyn,Zyra,Shen_Maokai,Khazix_Rengar,Corki_Taliyah,Varus_Caitlyn,Karma_Zyra
1,Shen,Khazix,Syndra,Caitlyn,Zyra,Maokai,Elise,Corki,Ashe,MissFortune,Shen_Maokai,Khazix_Elise,Syndra_Corki,Caitlyn_Ashe,Zyra_MissFortune
0,Maokai,Khazix,Corki,Jhin,Braum,Jayce,Elise,Orianna,Ashe,TahmKench,Maokai_Jayce,Khazix_Elise,Corki_Orianna,Jhin_Ashe,Braum_TahmKench
1,Kennen,Elise,Syndra,Varus,Nautilus,Rumble,Graves,Taliyah,Ashe,Karma,Kennen_Rumble,Elise_Graves,Syndra_Taliyah,Varus_Ashe,Nautilus_Karma
1,Poppy,Graves,Ryze,Varus,Karma,Maokai,Elise,Cassiopeia,Ashe,Zyra,Poppy_Maokai,Graves_Elise,Ryze_Cassiopeia,Varus_Ashe,Karma_Zyra
1,Sion,Elise,Syndra,Varus,Velkoz,Maokai,Khazix,Ryze,Caitlyn,Zyra,Sion_Maokai,Elise_Khazix,Syndra_Ryze,Varus_Caitlyn,Velkoz_Zyra
1,Rumble,Graves,Corki,Varus,Karma,Jayce,Rengar,Katarina,Ashe,Nami,Rumble_Jayce,Graves_Rengar,Corki_Katarina,Varus_Ashe,Karma_Nami
0,Gragas,Rengar,Ryze,Varus,MissFortune,Maokai,Graves,Cassiopeia,Sivir,Karma,Gragas_Maokai,Rengar_Graves,Ryze_Cassiopeia,Varus_Sivir,MissFortune_Karma
1,Rumble,Rengar,Azir,Ziggs,Zyra,Poppy,Khazix,Ryze,Caitlyn,Karma,Rumble_Poppy,Rengar_Khazix,Azir_Ryze,Ziggs_Caitlyn,Zyra_Karma
0,Camille,LeeSin,Ryze,Caitlyn,Zyra,Maokai,Khazix,Azir,Ashe,MissFortune,Camille_Maokai,LeeSin_Khazix,Ryze_Azir,Caitlyn_Ashe,Zyra_MissFortune
1,Maokai,Rengar,Ekko,Jhin,Nami,Shen,Khazix,Corki,Ashe,Karma,Maokai_Shen,Rengar_Khazix,Ekko_Corki,Jhin_Ashe,Nami_Karma
1,Camille,Khazix,Zilean,Ashe,Karma,Shen,Graves,Corki,Sivir,Braum,Camille_Shen,Khazix_Graves,Zilean_Corki,Ashe_Sivir,Karma_Braum
0,Maokai,Rengar,Cassiopeia,Ashe,Thresh,Camille,Khazix,Corki,Varus,Braum,Maokai_Camille,Rengar_Khazix,Cassiopeia_Corki,Ashe_Varus,Thresh_Braum
1,Maokai,Rengar,Ryze,Jhin,TahmKench,Rumble,Khazix,Cassiopeia,Ashe,Karma,Maokai_Rumble,Rengar_Khazix,Ryze_Cassiopeia,Jhin_Ashe,TahmKench_Karma
0,Renekton,Khazix,Taliyah,Ziggs,Zyra,Maokai,LeeSin,Jayce,Caitlyn,MissFortune,Renekton_Maokai,Khazix_LeeSin,Taliyah_Jayce,Ziggs_Caitlyn,Zyra_MissFortune
1,Shen,Rengar,Corki,Ashe,Nami,Maokai,Graves,Cassiopeia,Jhin,Karma,Shen_Maokai,Rengar_Graves,Corki_Cassiopeia,Ashe_Jhin,Nami_Karma
0,Maokai,Khazix,Corki,Caitlyn,Malzahar,Sion,Elise,Zed,Ashe,Zilean,Maokai_Sion,Khazix_Elise,Corki_Zed,Caitlyn_Ashe,Malzahar_Zilean
1,Camille,Elise,Syndra,Jhin,TahmKench,Renekton,Khazix,Ryze,Ashe,Karma,Camille_Renekton,Elise_Khazix,Syndra_Ryze,Jhin_Ashe,TahmKench_Karma
0,Rumble,Rengar,Ryze,Jhin,TahmKench,Camille,Khazix,Jayce,KogMaw,Brand,Rumble_Camille,Rengar_Khazix,Ryze_Jayce,Jhin_KogMaw,TahmKench_Brand
1,Olaf,Rengar,Ekko,Jhin,Zyra,Maokai,Khazix,Syndra,Ashe,MissFortune,Olaf_Maokai,Rengar_Khazix,Ekko_Syndra,Jhin_Ashe,Zyra_MissFortune
1,Camille,Khazix,Corki,Ezreal,Karma,Renekton,Rengar,Zilean,Jhin,Zyra,Camille_Renekton,Khazix_Rengar,Corki_Zilean,Ezreal_Jhin,Karma_Zyra
0,Maokai,Rengar,Zilean,Sivir,Karma,Rumble,Khazix,Jayce,Varus,Nami,Maokai_Rumble,Rengar_Khazix,Zilean_Jayce,Sivir_Varus,Karma_Nami
1,Maokai,Graves,Orianna,Ashe,Karma,Gragas,Rengar,Corki,Jhin,TahmKench,Maokai_Gragas,Graves_Rengar,Orianna_Corki,Ashe_Jhin,Karma_TahmKench
1,Jayce,LeeSin,Malzahar,Ziggs,Zyra,Poppy,RekSai,Ryze,Ashe,Karma,Jayce_Poppy,LeeSin_RekSai,Malzahar_Ryze,Ziggs_Ashe,Zyra_Karma
1,Nautilus,Graves,Syndra,Jhin,Karma,Rumble,LeeSin,Corki,Ashe,Nami,Nautilus_Rumble,Graves_LeeSin,Syndra_Corki,Jhin_Ashe,Karma_Nami
1,Nautilus,Khazix,Ahri,Jhin,Zyra,Rumble,Graves,Corki,Lucian,Karma,Nautilus_Rumble,Khazix_Graves,Ahri_Corki,Jhin_Lucian,Zyra_Karma
0,Kennen,Graves,Corki,Ashe,Malzahar,Maokai,Khazix,Cassiopeia,Jhin,MissFortune,Kennen_Maokai,Graves_Khazix,Corki_Cassiopeia,Ashe_Jhin,Malzahar_MissFortune
1,Shen,LeeSin,Orianna,Varus,Karma,Maokai,Khazix,Ryze,Ashe,Thresh,Shen_Maokai,LeeSin_Khazix,Orianna_Ryze,Varus_Ashe,Karma_Thresh
0,Maokai,Rengar,Viktor,Jhin,Kayle,Rumble,Khazix,Corki,Ezreal,Karma,Maokai_Rumble,Rengar_Khazix,Viktor_Corki,Jhin_Ezreal,Kayle_Karma
0,Maokai,Khazix,Ryze,Sivir,Zilean,Renekton,Elise,Syndra,Jhin,Malzahar,Maokai_Renekton,Khazix_Elise,Ryze_Syndra,Sivir_Jhin,Zilean_Malzahar
1,Nautilus,Rengar,Syndra,Caitlyn,Thresh,Maokai,Khazix,Corki,Jhin,Karma,Nautilus_Maokai,Rengar_Khazix,Syndra_Corki,Caitlyn_Jhin,Thresh_Karma
1,Nautilus,Rengar,Talon,Ashe,Zyra,Maokai,Olaf,Jayce,Jhin,MissFortune,Nautilus_Maokai,Rengar_Olaf,Talon_Jayce,Ashe_Jhin,Zyra_MissFortune
0,Maokai,Khazix,Zilean,Jhin,Braum,Nautilus,Elise,Talon,Ashe,Thresh,Maokai_Nautilus,Khazix_Elise,Zilean_Talon,Jhin_Ashe,Braum_Thresh
0,Nautilus,Rengar,Orianna,Jhin,Nami,Maokai,Khazix,Corki,Ashe,Karma,Nautilus_Maokai,Rengar_Khazix,Orianna_Corki,Jhin_Ashe,Nami_Karma
1,Maokai,Graves,Ahri,Varus,Thresh,Poppy,Rengar,Syndra,Sivir,Karma,Maokai_Poppy,Graves_Rengar,Ahri_Syndra,Varus_Sivir,Thresh_Karma
0,Shen,LeeSin,Leblanc,Ezreal,Karma,Maokai,Rengar,Viktor,Jhin,Nami,Shen_Maokai,LeeSin_Rengar,Leblanc_Viktor,Ezreal_Jhin,Karma_Nami
1,Renekton,Elise,Jayce,Jhin,Lulu,Shen,Khazix,Talon,Varus,Karma,Renekton_Shen,Elise_Khazix,Jayce_Talon,Jhin_Varus,Lulu_Karma
1,Maokai,RekSai,Corki,Jhin,Zyra,Nautilus,Elise,Syndra,MissFortune,Karma,Maokai_Nautilus,RekSai_Elise,Corki_Syndra,Jhin_MissFortune,Zyra_Karma
1,Shen,Elise,Zed,Ashe,Malzahar,Rumble,Khazix,Taliyah,Jhin,MissFortune,Shen_Rumble,Elise_Khazix,Zed_Taliyah,Ashe_Jhin,Malzahar_MissFortune
1,Maokai,Rengar,Syndra,Sivir,Lulu,Nautilus,Graves,Corki,Jhin,Karma,Maokai_Nautilus,Rengar_Graves,Syndra_Corki,Sivir_Jhin,Lulu_Karma
1,Rumble,Rengar,Corki,Caitlyn,Lulu,Maokai,Graves,Ahri,Sivir,Malzahar,Rumble_Maokai,Rengar_Graves,Corki_Ahri,Caitlyn_Sivir,Lulu_Malzahar
0,Jayce,Elise,Leblanc,Caitlyn,Karma,Maokai,Khazix,Ryze,Jhin,Malzahar,Jayce_Maokai,Elise_Khazix,Leblanc_Ryze,Caitlyn_Jhin,Karma_Malzahar
0,Nautilus,Graves,Ryze,Jhin,TahmKench,Maokai,Rengar,Cassiopeia,Ashe,Zyra,Nautilus_Maokai,Graves_Rengar,Ryze_Cassiopeia,Jhin_Ashe,TahmKench_Zyra
1,Maokai,Graves,Corki,Ashe,Zyra,Jayce,Elise,AurelionSol,Jhin,MissFortune,Maokai_Jayce,Graves_Elise,Corki_AurelionSol,Ashe_Jhin,Zyra_MissFortune
0,Renekton,Khazix,Corki,Ezreal,Karma,Camille,Graves,Ahri,Jhin,Lulu,Renekton_Camille,Khazix_Graves,Corki_Ahri,Ezreal_Jhin,Karma_Lulu
1,Shen,Rengar,Syndra,Ziggs,Malzahar,Maokai,Graves,Vladimir,Caitlyn,Zyra,Shen_Maokai,Rengar_Graves,Syndra_Vladimir,Ziggs_Caitlyn,Malzahar_Zyra
0,Camille,Graves,Viktor,Caitlyn,Karma,Shen,Rengar,Corki,Ashe,Thresh,Camille_Shen,Graves_Rengar,Viktor_Corki,Caitlyn_Ashe,Karma_Thresh
0,Nautilus,Rengar,Leblanc,Ashe,Karma,Maokai,LeeSin,Corki,Jhin,Thresh,Nautilus_Maokai,Rengar_LeeSin,Leblanc_Corki,Ashe_Jhin,Karma_Thresh
1,Maokai,Khazix,Ryze,Jhin,Thresh,Poppy,Elise,Cassiopeia,Ezreal,Karma,Maokai_Poppy,Khazix_Elise,Ryze_Cassiopeia,Jhin_Ezreal,Thresh_Karma
0,Rumble,Elise,Jayce,Caitlyn,Thresh,Nautilus,Graves,Ryze,Ezreal,Karma,Rumble_Nautilus,Elise_Graves,Jayce_Ryze,Caitlyn_Ezreal,Thresh_Karma
0,Nautilus,Rengar,Orianna,Ezreal,Nami,Rumble,Graves,Zed,Ashe,Karma,Nautilus_Rumble,Rengar_Graves,Orianna_Zed,Ezreal_Ashe,Nami_Karma
0,Gragas,Graves,Jayce,Ashe,Braum,Rumble,Rengar,Zed,Jhin,TahmKench,Gragas_Rumble,Graves_Rengar,Jayce_Zed,Ashe_Jhin,Braum_TahmKench
0,Maokai,Rengar,Ryze,Jhin,Zyra,Gragas,Graves,Corki,Caitlyn,Malzahar,Maokai_Gragas,Rengar_Graves,Ryze_Corki,Jhin_Caitlyn,Zyra_Malzahar
1,Rengar,Graves,Ahri,Jhin,Thresh,Renekton,Khazix,Corki,Caitlyn,Lulu,Rengar_Renekton,Graves_Khazix,Ahri_Corki,Jhin_Caitlyn,Thresh_Lulu
0,Maokai,Rengar,Cassiopeia,Ashe,Thresh,Rumble,Graves,Syndra,Jhin,Karma,Maokai_Rumble,Rengar_Graves,Cassiopeia_Syndra,Ashe_Jhin,Thresh_Karma
1,Maokai,Rengar,Leblanc,Caitlyn,TahmKench,Nautilus,LeeSin,Corki,Jhin,Zyra,Maokai_Nautilus,Rengar_LeeSin,Leblanc_Corki,Caitlyn_Jhin,TahmKench_Zyra
1,Maokai,Rengar,Ahri,Ashe,Lulu,Rumble,Elise,Jayce,Varus,Karma,Maokai_Rumble,Rengar_Elise,Ahri_Jayce,Ashe_Varus,Lulu_Karma
1,Renekton,Khazix,Corki,Ashe,Malzahar,Camille,Olaf,Cassiopeia,Jhin,TahmKench,Renekton_Camille,Khazix_Olaf,Corki_Cassiopeia,Ashe_Jhin,Malzahar_TahmKench
1,Maokai,Khazix,Ahri,Ashe,Lulu,Shen,LeeSin,Syndra,Varus,Malzahar,Maokai_Shen,Khazix_LeeSin,Ahri_Syndra,Ashe_Varus,Lulu_Malzahar
1,Gangplank,Rengar,Orianna,Jhin,Karma,Maokai,Gragas,Talon,Ezreal,Nami,Gangplank_Maokai,Rengar_Gragas,Orianna_Talon,Jhin_Ezreal,Karma_Nami
1,Camille,Gragas,Viktor,Caitlyn,Lulu,Renekton,Rengar,Corki,Ezreal,Nami,Camille_Renekton,Gragas_Rengar,Viktor_Corki,Caitlyn_Ezreal,Lulu_Nami
1,Rumble,Graves,Zilean,Ezreal,Lulu,Talon,Rengar,Jayce,Ziggs,Karma,Rumble_Talon,Graves_Rengar,Zilean_Jayce,Ezreal_Ziggs,Lulu_Karma
1,Maokai,Graves,Corki,Jhin,Nami,Rumble,Elise,Orianna,Ezreal,Karma,Maokai_Rumble,Graves_Elise,Corki_Orianna,Jhin_Ezreal,Nami_Karma
1,Camille,LeeSin,Ryze,Ezreal,Thresh,Renekton,Elise,Cassiopeia,Jhin,Karma,Camille_Renekton,LeeSin_Elise,Ryze_Cassiopeia,Ezreal_Jhin,Thresh_Karma
1,Camille,Graves,Corki,Ashe,Thresh,Renekton,Elise,Syndra,Ziggs,Karma,Camille_Renekton,Graves_Elise,Corki_Syndra,Ashe_Ziggs,Thresh_Karma
1,Rumble,LeeSin,Jayce,Ezreal,Nami,Gragas,Khazix,Viktor,Jhin,Karma,Rumble_Gragas,LeeSin_Khazix,Jayce_Viktor,Ezreal_Jhin,Nami_Karma
0,Gragas,Graves,Viktor,Ashe,Malzahar,Nautilus,Rengar,Syndra,Ezreal,Karma,Gragas_Nautilus,Graves_Rengar,Viktor_Syndra,Ashe_Ezreal,Malzahar_Karma
0,Shen,RekSai,Jayce,Ziggs,Zyra,Kennen,Graves,Corki,Ashe,Malzahar,Shen_Kennen,RekSai_Graves,Jayce_Corki,Ziggs_Ashe,Zyra_Malzahar
1,Nautilus,Graves,Syndra,Jhin,TahmKench,Poppy,Khazix,Ekko,Ashe,Lulu,Nautilus_Poppy,Graves_Khazix,Syndra_Ekko,Jhin_Ashe,TahmKench_Lulu
1,Rumble,JarvanIV,Fizz,Corki,Thresh,Kennen,LeeSin,Jayce,Ezreal,Braum,Rumble_Kennen,JarvanIV_LeeSin,Fizz_Jayce,Corki_Ezreal,Thresh_Braum
0,Gnar,LeeSin,Fizz,Graves,Sona,Renekton,RekSai,Kassadin,Sivir,Janna,Gnar_Renekton,LeeSin_RekSai,Fizz_Kassadin,Graves_Sivir,Sona_Janna
1,Gnar,RekSai,Leblanc,Tristana,Thresh,Maokai,LeeSin,Mordekaiser,Sivir,Janna,Gnar_Maokai,RekSai_LeeSin,Leblanc_Mordekaiser,Tristana_Sivir,Thresh_Janna
0,Renekton,JarvanIV,Ahri,Sivir,Janna,Azir,LeeSin,Fizz,Graves,Thresh,Renekton_Azir,JarvanIV_LeeSin,Ahri_Fizz,Sivir_Graves,Janna_Thresh
0,Cassiopeia,Vi,Riven,Sivir,Thresh,Kassadin,RekSai,Leblanc,Corki,Leona,Cassiopeia_Kassadin,Vi_RekSai,Riven_Leblanc,Sivir_Corki,Thresh_Leona
0,Rumble,Rengar,Syndra,Corki,Janna,Kassadin,JarvanIV,Lissandra,Sivir,Morgana,Rumble_Kassadin,Rengar_JarvanIV,Syndra_Lissandra,Corki_Sivir,Janna_Morgana
0,Lulu,RekSai,Zed,KogMaw,Nami,Gnar,JarvanIV,Xerath,Corki,Janna,Lulu_Gnar,RekSai_JarvanIV,Zed_Xerath,KogMaw_Corki,Nami_Janna
1,Lissandra,RekSai,Leblanc,Kalista,Thresh,Galio,JarvanIV,Ahri,Corki,Annie,Lissandra_Galio,RekSai_JarvanIV,Leblanc_Ahri,Kalista_Corki,Thresh_Annie
0,Gnar,Gragas,Xerath,Ezreal,Janna,Lulu,Rengar,Leblanc,Sivir,Annie,Gnar_Lulu,Gragas_Rengar,Xerath_Leblanc,Ezreal_Sivir,Janna_Annie
0,Maokai,Nunu,Ahri,Corki,Nami,Sion,JarvanIV,Azir,Kalista,Janna,Maokai_Sion,Nunu_JarvanIV,Ahri_Azir,Corki_Kalista,Nami_Janna
0,Gnar,JarvanIV,Zed,Vayne,Annie,Kassadin,LeeSin,Lissandra,Kalista,Blitzcrank,Gnar_Kassadin,JarvanIV_LeeSin,Zed_Lissandra,Vayne_Kalista,Annie_Blitzcrank
0,Maokai,Vi,Veigar,Sivir,Lulu,RekSai,JarvanIV,Ahri,Kalista,Thresh,Maokai_RekSai,Vi_JarvanIV,Veigar_Ahri,Sivir_Kalista,Lulu_Thresh
0,RekSai,Rengar,Lissandra,Kalista,Leona,Maokai,LeeSin,Leblanc,Sivir,Annie,RekSai_Maokai,Rengar_LeeSin,Lissandra_Leblanc,Kalista_Sivir,Leona_Annie
0,Gnar,JarvanIV,Orianna,Sivir,Annie,Lulu,Nidalee,Lissandra,Kalista,Leona,Gnar_Lulu,JarvanIV_Nidalee,Orianna_Lissandra,Sivir_Kalista,Annie_Leona
1,Lulu,RekSai,Ezreal,Jinx,Thresh,Lissandra,Khazix,Ahri,Sivir,Annie,Lulu_Lissandra,RekSai_Khazix,Ezreal_Ahri,Jinx_Sivir,Thresh_Annie
1,Gnar,Nidalee,Lissandra,Kalista,Thresh,Lulu,RekSai,Ahri,Caitlyn,Leona,Gnar_Lulu,Nidalee_RekSai,Lissandra_Ahri,Kalista_Caitlyn,Thresh_Leona
1,Maokai,RekSai,Ahri,Sivir,Leona,Sion,LeeSin,Lissandra,Kalista,Annie,Maokai_Sion,RekSai_LeeSin,Ahri_Lissandra,Sivir_Kalista,Leona_Annie
0,Gnar,RekSai,Ahri,Graves,Nami,Rumble,Rengar,Kassadin,Kalista,Annie,Gnar_Rumble,RekSai_Rengar,Ahri_Kassadin,Graves_Kalista,Nami_Annie
0,Maokai,LeeSin,Leblanc,Sivir,Leona,Gnar,Rengar,Xerath,Draven,Annie,Maokai_Gnar,LeeSin_Rengar,Leblanc_Xerath,Sivir_Draven,Leona_Annie
1,Irelia,Nidalee,Chogath,Kalista,Thresh,Rumble,JarvanIV,Lissandra,Graves,Veigar,Irelia_Rumble,Nidalee_JarvanIV,Chogath_Lissandra,Kalista_Graves,Thresh_Veigar
0,Irelia,RekSai,Lulu,Graves,Thresh,Lissandra,JarvanIV,Leblanc,Jinx,Leona,Irelia_Lissandra,RekSai_JarvanIV,Lulu_Leblanc,Graves_Jinx,Thresh_Leona
1,Irelia,RekSai,Ahri,Jinx,Morgana,Hecarim,Rengar,Ryze,Kalista,Veigar,Irelia_Hecarim,RekSai_Rengar,Ahri_Ryze,Jinx_Kalista,Morgana_Veigar
1,Gnar,JarvanIV,Ahri,Caitlyn,Morgana,DrMundo,RekSai,Ezreal,Corki,Janna,Gnar_DrMundo,JarvanIV_RekSai,Ahri_Ezreal,Caitlyn_Corki,Morgana_Janna
0,Irelia,RekSai,Lissandra,Ezreal,Thresh,Maokai,Rengar,Leblanc,Corki,Janna,Irelia_Maokai,RekSai_Rengar,Lissandra_Leblanc,Ezreal_Corki,Thresh_Janna
0,Rumble,JarvanIV,Zed,Ezreal,Braum,Maokai,RekSai,Ahri,Corki,Thresh,Rumble_Maokai,JarvanIV_RekSai,Zed_Ahri,Ezreal_Corki,Braum_Thresh
1,Chogath,RekSai,Kassadin,Kalista,Annie,Hecarim,JarvanIV,Ezreal,Corki,Leona,Chogath_Hecarim,RekSai_JarvanIV,Kassadin_Ezreal,Kalista_Corki,Annie_Leona
0,Hecarim,JarvanIV,Leblanc,Sivir,Janna,Maokai,LeeSin,Chogath,Caitlyn,Thresh,Hecarim_Maokai,JarvanIV_LeeSin,Leblanc_Chogath,Sivir_Caitlyn,Janna_Thresh
0,Gnar,Rengar,Orianna,Corki,Leona,Lulu,Olaf,Xerath,Ezreal,Annie,Gnar_Lulu,Rengar_Olaf,Orianna_Xerath,Corki_Ezreal,Leona_Annie
1,Gnar,JarvanIV,Lissandra,Sivir,Leona,Maokai,RekSai,Lulu,Ezreal,Annie,Gnar_Maokai,JarvanIV_RekSai,Lissandra_Lulu,Sivir_Ezreal,Leona_Annie
1,Lulu,RekSai,Leblanc,Graves,Leona,Gnar,JarvanIV,Lissandra,Ezreal,Blitzcrank,Lulu_Gnar,RekSai_JarvanIV,Leblanc_Lissandra,Graves_Ezreal,Leona_Blitzcrank
1,Maokai,RekSai,Leblanc,Caitlyn,Morgana,Lissandra,JarvanIV,Talon,Corki,Veigar,Maokai_Lissandra,RekSai_JarvanIV,Leblanc_Talon,Caitlyn_Corki,Morgana_Veigar
1,Irelia,Vi,Leblanc,Corki,Thresh,Maokai,RekSai,Ahri,Sivir,Janna,Irelia_Maokai,Vi_RekSai,Leblanc_Ahri,Corki_Sivir,Thresh_Janna
0,Lissandra,JarvanIV,Xerath,Kalista,Thresh,Maokai,RekSai,Kassadin,Sivir,Morgana,Lissandra_Maokai,JarvanIV_RekSai,Xerath_Kassadin,Kalista_Sivir,Thresh_Morgana
1,Irelia,JarvanIV,Kassadin,Corki,Karma,Chogath,Vi,Zed,Kalista,Thresh,Irelia_Chogath,JarvanIV_Vi,Kassadin_Zed,Corki_Kalista,Karma_Thresh
1,Maokai,Nidalee,Ezreal,Corki,Janna,Hecarim,LeeSin,Lissandra,Caitlyn,Morgana,Maokai_Hecarim,Nidalee_LeeSin,Ezreal_Lissandra,Corki_Caitlyn,Janna_Morgana
1,Maokai,Nidalee,Zed,Caitlyn,Janna,Hecarim,RekSai,Lissandra,Corki,Annie,Maokai_Hecarim,Nidalee_RekSai,Zed_Lissandra,Caitlyn_Corki,Janna_Annie
1,Hecarim,JarvanIV,Lulu,Sivir,Leona,Sion,RekSai,Xerath,Kalista,Annie,Hecarim_Sion,JarvanIV_RekSai,Lulu_Xerath,Sivir_Kalista,Leona_Annie
1,Maokai,RekSai,Lulu,Corki,Thresh,Irelia,Olaf,Ahri,Sivir,Annie,Maokai_Irelia,RekSai_Olaf,Lulu_Ahri,Corki_Sivir,Thresh_Annie
1,Kennen,RekSai,Lissandra,Kalista,Thresh,Irelia,Nidalee,TwistedFate,Caitlyn,Janna,Kennen_Irelia,RekSai_Nidalee,Lissandra_TwistedFate,Kalista_Caitlyn,Thresh_Janna
0,Gnar,JarvanIV,Lissandra,Kalista,Janna,Maokai,RekSai,Leblanc,Graves,Thresh,Gnar_Maokai,JarvanIV_RekSai,Lissandra_Leblanc,Kalista_Graves,Janna_Thresh
1,Maokai,LeeSin,Leblanc,Kalista,Thresh,Lulu,RekSai,Talon,Caitlyn,Annie,Maokai_Lulu,LeeSin_RekSai,Leblanc_Talon,Kalista_Caitlyn,Thresh_Annie
1,Lulu,LeeSin,Lissandra,Kalista,Thresh,Maokai,Nidalee,Ziggs,Lucian,Janna,Lulu_Maokai,LeeSin_Nidalee,Lissandra_Ziggs,Kalista_Lucian,Thresh_Janna
0,Rumble,RekSai,Viktor,Lucian,Thresh,Maokai,Nidalee,Ahri,Kalista,Leona,Rumble_Maokai,RekSai_Nidalee,Viktor_Ahri,Lucian_Kalista,Thresh_Leona
1,Maokai,JarvanIV,Ahri,Lucian,Thresh,Rumble,LeeSin,Viktor,Sivir,Janna,Maokai_Rumble,JarvanIV_LeeSin,Ahri_Viktor,Lucian_Sivir,Thresh_Janna
1,Maokai,Nidalee,Ahri,Kalista,Annie,Lulu,RekSai,Ezreal,Caitlyn,Thresh,Maokai_Lulu,Nidalee_RekSai,Ahri_Ezreal,Kalista_Caitlyn,Annie_Thresh
1,Rumble,RekSai,Zed,Lucian,Nami,Maokai,Vi,Ahri,Janna,Kalista,Rumble_Maokai,RekSai_Vi,Zed_Ahri,Lucian_Janna,Nami_Kalista
1,Lulu,Nidalee,Zed,Lucian,Janna,Rumble,JarvanIV,Lissandra,Ezreal,Thresh,Lulu_Rumble,Nidalee_JarvanIV,Zed_Lissandra,Lucian_Ezreal,Janna_Thresh
0,Maokai,LeeSin,Diana,Graves,Leona,Irelia,Vi,Ahri,Sivir,Thresh,Maokai_Irelia,LeeSin_Vi,Diana_Ahri,Graves_Sivir,Leona_Thresh
1,Maokai,RekSai,Diana,Sivir,Thresh,Fizz,LeeSin,Syndra,Jinx,Leona,Maokai_Fizz,RekSai_LeeSin,Diana_Syndra,Sivir_Jinx,Thresh_Leona
1,Renekton,JarvanIV,Leblanc,Sivir,Annie,Maokai,LeeSin,Chogath,Lucian,Thresh,Renekton_Maokai,JarvanIV_LeeSin,Leblanc_Chogath,Sivir_Lucian,Annie_Thresh
1,Hecarim,Vi,Ahri,Sivir,Morgana,Rumble,JarvanIV,Ezreal,Kalista,Thresh,Hecarim_Rumble,Vi_JarvanIV,Ahri_Ezreal,Sivir_Kalista,Morgana_Thresh
1,Hecarim,Sejuani,Lulu,Lucian,Thresh,Maokai,Gragas,Leblanc,Sivir,Nautilus,Hecarim_Maokai,Sejuani_Gragas,Lulu_Leblanc,Lucian_Sivir,Thresh_Nautilus
1,Hecarim,Gragas,Cassiopeia,Jinx,Alistar,Gnar,Sejuani,Vladimir,Sivir,Lulu,Hecarim_Gnar,Gragas_Sejuani,Cassiopeia_Vladimir,Jinx_Sivir,Alistar_Lulu
0,Hecarim,Nautilus,Karthus,Kalista,Alistar,Gnar,JarvanIV,Azir,Jinx,Thresh,Hecarim_Gnar,Nautilus_JarvanIV,Karthus_Azir,Kalista_Jinx,Alistar_Thresh
0,Gnar,Gragas,Chogath,Sivir,Alistar,Vladimir,Sejuani,Azir,Jinx,Janna,Gnar_Vladimir,Gragas_Sejuani,Chogath_Azir,Sivir_Jinx,Alistar_Janna
0,Gnar,Sejuani,Chogath,Urgot,Nautilus,Maokai,JarvanIV,Azir,Sivir,Thresh,Gnar_Maokai,Sejuani_JarvanIV,Chogath_Azir,Urgot_Sivir,Nautilus_Thresh
